population,Data Zone
787,S01001881
778,S01001882
528,S01001883
850,S01001884
"1,269",S01001885
591,S01001886
891,S01001887
903,S01001888
551,S01001889
952,S01001890
713,S01001891
"1,002",S01001892
984,S01001893
798,S01001894
851,S01001895
827,S01001896
938,S01001897
581,S01001898
794,S01001899
792,S01001900
914,S01001901
932,S01001902
601,S01001903
601,S01001904
925,S01001905
813,S01001906
830,S01001907
960,S01001908
703,S01001909
689,S01001910
759,S01001911
724,S01001912
992,S01001913
596,S01001914
925,S01001915
875,S01001916
797,S01001917
907,S01001918
836,S01001919
819,S01001920
620,S01001921
750,S01001922
611,S01001923
824,S01001924
773,S01001925
557,S01001926
999,S01001927
969,S01001928
920,S01001929
819,S01001930
708,S01001931
"1,539",S01001932
887,S01001933
"1,581",S01001934
931,S01001935
"1,208",S01001936
832,S01001937
681,S01001938
589,S01001939
824,S01001940
"1,096",S01001941
601,S01001942
738,S01001943
845,S01001944
726,S01001945
875,S01001946
994,S01001947
919,S01001948
709,S01001949
955,S01001950
851,S01001951
793,S01001952
816,S01001953
464,S01001954
"1,190",S01001955
733,S01001956
555,S01001957
884,S01001958
803,S01001959
929,S01001960
"1,096",S01001961
915,S01001962
946,S01001963
771,S01001964
797,S01001965
"1,613",S01001966
627,S01001967
879,S01001968
621,S01001969
635,S01001970
807,S01001971
752,S01001972
638,S01001973
816,S01001974
819,S01001975
760,S01001976
866,S01001977
"1,401",S01001978
779,S01001979
862,S01001980
898,S01001981
536,S01001982
689,S01001983
"1,099",S01001984
781,S01001985
668,S01001986
843,S01001987
832,S01001988
879,S01001989
963,S01001990
809,S01001991
975,S01001992
717,S01001993
873,S01001994
662,S01001995
936,S01001996
930,S01001997
755,S01001998
690,S01001999
752,S01002000
808,S01002001
644,S01002002
888,S01002003
894,S01002004
785,S01002005
895,S01002006
983,S01002007
894,S01002008
782,S01002009
496,S01002010
"1,012",S01002011
794,S01002012
785,S01002013
859,S01002014
870,S01002015
665,S01002016
"1,077",S01002017
797,S01002018
748,S01002019
519,S01002020
"1,023",S01002021
988,S01002022
787,S01002023
723,S01002024
939,S01002025
707,S01002026
927,S01002027
"2,612",S01002028
756,S01002029
767,S01002030
851,S01002031
755,S01002032
792,S01002033
774,S01002034
725,S01002035
922,S01002036
677,S01002037
650,S01002038
650,S01002039
561,S01002040
908,S01002041
956,S01002042
737,S01002043
645,S01002044
"1,095",S01002045
560,S01002046
825,S01002047
831,S01002048
"1,063",S01002049
746,S01002050
751,S01002051
864,S01002052
845,S01002053
738,S01002054
956,S01002055
935,S01002056
"1,005",S01002057
"1,030",S01002058
710,S01002059
720,S01002060
719,S01002061
600,S01002062
"1,191",S01002063
"1,187",S01002064
998,S01002065
"1,119",S01002066
890,S01002067
963,S01002068
645,S01002069
646,S01002070
734,S01002071
"1,169",S01002072
659,S01002073
674,S01002074
866,S01002075
831,S01002076
821,S01002077
989,S01002078
"1,097",S01002079
"1,009",S01002080
720,S01002081
856,S01002082
549,S01002083
828,S01002084
610,S01002085
662,S01002086
"1,142",S01002087
"1,025",S01002088
"1,049",S01002089
"1,062",S01002090
722,S01002091
"1,012",S01002092
944,S01002093
712,S01002094
605,S01002095
"1,657",S01002096
822,S01002097
718,S01002098
847,S01002099
580,S01002100
"1,123",S01002101
635,S01002102
653,S01002103
"1,438",S01002104
976,S01002105
"1,006",S01002106
524,S01002107
"1,126",S01002108
888,S01002109
711,S01002110
"1,070",S01002111
"1,076",S01002112
755,S01002113
709,S01002114
"1,100",S01002115
899,S01002116
772,S01002117
"1,201",S01002118
648,S01002119
706,S01002120
648,S01002121
969,S01002122
"1,327",S01002123
944,S01002124
"1,098",S01002125
590,S01002126
705,S01002127
842,S01002128
852,S01002129
544,S01002130
772,S01002131
808,S01002132
"1,123",S01002133
581,S01002134
899,S01002135
771,S01002136
849,S01002137
825,S01002138
656,S01002139
901,S01002140
764,S01002141
"1,096",S01002142
743,S01002143
741,S01002144
970,S01002145
957,S01002146
934,S01002147
899,S01002148
"1,025",S01002149
728,S01002150
"1,534",S01002151
904,S01002152
496,S01002153
876,S01002154
941,S01002155
750,S01002156
804,S01002157
828,S01002158
750,S01002159
901,S01002160
744,S01002161
995,S01002162
"1,225",S01002163
801,S01002164
867,S01002165
729,S01002166
623,S01002167
984,S01002168
873,S01002169
833,S01002170
582,S01002171
714,S01002172
986,S01002173
885,S01002174
976,S01002175
735,S01002176
821,S01002177
933,S01002178
666,S01002179
572,S01002180
797,S01002181
730,S01002182
858,S01002183
775,S01002184
918,S01002185
740,S01002186
922,S01002187
755,S01002188
746,S01002189
885,S01002190
766,S01002191
894,S01002192
952,S01002193
811,S01002194
"1,162",S01002195
610,S01002196
974,S01002197
820,S01002198
789,S01002199
"1,193",S01002200
"1,156",S01002201
848,S01002202
508,S01002203
742,S01002204
723,S01002205
"1,011",S01002206
789,S01002207
655,S01002208
932,S01002209
604,S01002210
640,S01002211
"1,242",S01002212
"1,181",S01002213
765,S01002214
"1,152",S01002215
"1,826",S01002216
"1,264",S01002217
569,S01002218
729,S01002219
771,S01002220
990,S01002221
869,S01002222
706,S01002223
952,S01002224
"1,009",S01002225
"1,160",S01002226
825,S01002227
966,S01002228
717,S01002229
"1,116",S01002230
"1,251",S01002231
937,S01002232
"1,014",S01002233
823,S01002234
"1,143",S01002235
987,S01002236
"1,366",S01002237
570,S01002238
974,S01002239
"1,002",S01002240
967,S01002241
857,S01002242
842,S01002243
974,S01002244
"2,306",S01002245
994,S01002246
840,S01002247
"1,139",S01002248
960,S01002249
931,S01002250
"1,229",S01002251
803,S01002252
951,S01002253
945,S01002254
"1,768",S01002255
"1,303",S01002256
697,S01002257
871,S01002258
550,S01002259
910,S01002260
"1,061",S01002261
802,S01002262
871,S01002263
883,S01002264
"1,726",S01002265
784,S01002266
"1,037",S01002267
779,S01002268
"1,034",S01002269
"1,709",S01002270
843,S01002271
732,S01002272
808,S01002273
"1,454",S01002274
"1,532",S01002275
925,S01002276
961,S01002277
"1,096",S01002278
"1,457",S01002279
792,S01002280
621,S01002281
246,S01002282
716,S01002283
"2,227",S01002284
937,S01002285
712,S01002286
755,S01002287
"1,356",S01002288
"1,241",S01002289
"1,018",S01002290
685,S01002291
"1,152",S01002292
789,S01002293
677,S01002294
777,S01002295
11,S01002296
871,S01002297
710,S01002298
790,S01002299
770,S01002300
"2,337",S01002301
970,S01002302
753,S01002303
"1,733",S01002304
921,S01002305
438,S01002306
"1,254",S01002307
969,S01002308
816,S01002309
"1,076",S01002310
924,S01002311
716,S01002312
750,S01002313
878,S01002314
594,S01002315
710,S01002316
"4,255",S01002317
956,S01002318
"1,035",S01002319
631,S01002320
"1,103",S01002321
704,S01002322
809,S01002323
884,S01002324
"1,941",S01002325
"1,054",S01002326
859,S01002327
703,S01002328
705,S01002329
735,S01002330
701,S01002331
889,S01002332
749,S01002333
967,S01002334
911,S01002335
"1,012",S01002336
902,S01002337
474,S01002338
610,S01002339
635,S01002340
515,S01002341
590,S01002342
702,S01002343
514,S01002344
861,S01002345
900,S01002346
723,S01002347
905,S01002348
953,S01002349
939,S01002350
689,S01002351
872,S01002352
815,S01002353
919,S01002354
837,S01002355
847,S01002356
624,S01002357
618,S01002358
830,S01002359
681,S01002360
641,S01002361
795,S01002362
"1,139",S01002363
631,S01002364
610,S01002365
853,S01002366
"1,111",S01002367
938,S01002368
548,S01002369
701,S01002370
722,S01002371
764,S01002372
617,S01002373
751,S01002374
918,S01002375
942,S01002376
830,S01002377
546,S01002378
"1,574",S01002379
790,S01002380
862,S01002381
643,S01002382
528,S01002383
546,S01002384
764,S01002385
935,S01002386
771,S01002387
732,S01002388
686,S01002389
"1,400",S01002390
"1,452",S01002391
"2,186",S01002392
980,S01002393
814,S01002394
728,S01002395
740,S01002396
"1,596",S01002397
735,S01002398
971,S01002399
809,S01002400
"1,158",S01002401
795,S01002402
725,S01002403
"1,018",S01002404
670,S01002405
992,S01002406
685,S01002407
826,S01002408
688,S01002409
480,S01002410
"2,795",S01002411
913,S01002412
664,S01002413
600,S01002414
719,S01002415
591,S01002416
620,S01002417
891,S01002418
574,S01002419
658,S01002420
789,S01002421
546,S01002422
850,S01002423
840,S01002424
920,S01002425
701,S01002426
772,S01002427
548,S01002428
753,S01002429
626,S01002430
862,S01002431
"1,480",S01002432
603,S01002433
929,S01002434
642,S01002435
765,S01002436
822,S01002437
735,S01002438
738,S01002439
843,S01002440
642,S01002441
522,S01002442
667,S01002443
496,S01002444
880,S01002445
951,S01002446
676,S01002447
551,S01002448
645,S01002449
684,S01002450
965,S01002451
535,S01002452
651,S01002453
717,S01002454
536,S01002455
977,S01002456
748,S01002457
886,S01002458
520,S01002459
816,S01002460
484,S01002461
701,S01002462
889,S01002463
584,S01002464
764,S01002465
973,S01002466
470,S01002467
613,S01002468
625,S01002469
838,S01002470
534,S01002471
527,S01002472
893,S01002473
457,S01002474
522,S01002475
824,S01002476
786,S01002477
888,S01002478
729,S01002479
529,S01002480
919,S01002481
984,S01002482
651,S01002483
817,S01002484
849,S01002485
576,S01002486
535,S01002487
668,S01002488
516,S01002489
582,S01002490
493,S01002491
905,S01002492
923,S01002493
616,S01002494
693,S01002495
"1,263",S01002496
819,S01002497
609,S01002498
840,S01002499
579,S01002500
460,S01002501
796,S01002502
713,S01002503
"1,261",S01002504
713,S01002505
790,S01002506
589,S01002507
878,S01002508
"1,088",S01002509
937,S01002510
490,S01002511
608,S01002512
"1,762",S01002513
529,S01002514
590,S01002515
764,S01002516
576,S01002517
"1,072",S01002518
922,S01002519
559,S01002520
530,S01002521
781,S01002522
695,S01002523
564,S01002524
660,S01002525
527,S01002526
782,S01002527
868,S01002528
"1,179",S01002529
594,S01002530
852,S01002531
683,S01002532
818,S01002533
880,S01002534
944,S01002535
670,S01002536
533,S01002537
948,S01002538
798,S01002539
519,S01002540
"1,909",S01002541
699,S01002542
577,S01002543
872,S01002544
791,S01002545
771,S01002546
830,S01002547
"1,092",S01002548
478,S01002549
476,S01002550
589,S01002551
585,S01002552
712,S01002553
633,S01002554
766,S01002555
675,S01002556
823,S01002557
525,S01002558
611,S01002559
609,S01002560
763,S01002561
626,S01002562
996,S01002563
563,S01002564
844,S01002565
655,S01002566
"3,297",S01002567
830,S01002568
"1,471",S01002569
653,S01002570
661,S01002571
577,S01002572
498,S01002573
789,S01002574
"1,476",S01002575
692,S01002576
940,S01002577
746,S01002578
916,S01002579
758,S01002580
780,S01002581
697,S01002582
930,S01002583
"1,537",S01002584
787,S01002585
530,S01002586
669,S01002587
726,S01002588
749,S01002589
679,S01002590
554,S01002591
"1,015",S01002592
793,S01002593
691,S01002594
623,S01002595
688,S01002596
519,S01002597
987,S01002598
542,S01002599
"1,024",S01002600
614,S01002601
514,S01002602
720,S01002603
914,S01002604
596,S01002605
580,S01002606
775,S01002607
676,S01002608
784,S01002609
800,S01002610
980,S01002611
812,S01002612
831,S01002613
959,S01002614
576,S01002615
582,S01002616
873,S01002617
812,S01002618
736,S01002619
851,S01002620
565,S01002621
"9,713",S01002622
"1,670",S01002623
728,S01002624
871,S01002625
768,S01002626
949,S01002627
766,S01002628
858,S01002629
704,S01002630
715,S01002631
557,S01002632
931,S01002633
793,S01002634
581,S01002635
605,S01002636
737,S01002637
733,S01002638
917,S01002639
685,S01002640
876,S01002641
618,S01002642
548,S01002643
645,S01002644
579,S01002645
664,S01002646
912,S01002647
"1,267",S01002648
634,S01002649
628,S01002650
579,S01002651
699,S01002652
843,S01002653
723,S01002654
837,S01002655
932,S01002656
807,S01002657
"1,256",S01002658
860,S01002659
767,S01002660
853,S01002661
"1,624",S01002662
768,S01002663
839,S01002664
837,S01002665
"1,327",S01002666
644,S01002667
450,S01002668
"1,017",S01002669
618,S01002670
"1,022",S01002671
645,S01002672
502,S01002673
691,S01002674
886,S01002675
792,S01002676
952,S01002677
890,S01002678
947,S01002679
"1,135",S01002680
731,S01002681
558,S01002682
565,S01002683
787,S01002684
839,S01002685
"1,726",S01002686
"1,140",S01002687
604,S01002688
824,S01002689
517,S01002690
"1,508",S01002691
838,S01002692
546,S01002693
668,S01002694
629,S01002695
685,S01002696
877,S01002697
803,S01002698
491,S01002699
836,S01002700
805,S01002701
581,S01002702
"1,313",S01002703
600,S01002704
648,S01002705
950,S01002706
889,S01002707
"1,105",S01002708
845,S01002709
714,S01002710
886,S01002711
738,S01002712
657,S01002713
979,S01002714
833,S01002715
548,S01002716
828,S01002717
848,S01002718
749,S01002719
700,S01002720
781,S01002721
825,S01002722
697,S01002723
777,S01002724
844,S01002725
782,S01002726
944,S01002727
933,S01002728
854,S01002729
773,S01002730
799,S01002731
625,S01002732
660,S01002733
"1,055",S01002734
"1,129",S01002735
680,S01002736
695,S01002737
739,S01002738
775,S01002739
528,S01002740
935,S01002741
796,S01002742
667,S01002743
582,S01002744
607,S01002745
787,S01002746
517,S01002747
629,S01002748
713,S01002749
971,S01002750
"1,020",S01002751
465,S01002752
633,S01002753
588,S01002754
839,S01002755
786,S01002756
581,S01002757
685,S01002758
"1,042",S01002759
479,S01002760
789,S01002761
611,S01002762
841,S01002763
554,S01002764
863,S01002765
799,S01002766
913,S01002767
752,S01002768
704,S01002769
534,S01002770
703,S01002771
945,S01002772
948,S01002773
767,S01002774
757,S01002775
"1,034",S01002776
"1,041",S01002777
855,S01002778
616,S01002779
879,S01002780
835,S01002781
774,S01002782
"1,582",S01002783
551,S01002784
723,S01002785
876,S01002786
667,S01002787
787,S01002788
695,S01002789
774,S01002790
637,S01002791
"2,231",S01002792
704,S01002793
842,S01002794
589,S01002795
591,S01002796
739,S01002797
543,S01002798
605,S01002799
702,S01002800
914,S01002801
588,S01002802
798,S01002803
566,S01002804
890,S01002805
"2,746",S01002806
676,S01002807
769,S01002808
724,S01002809
981,S01002810
982,S01002811
618,S01002812
772,S01002813
925,S01002814
704,S01002815
634,S01002816
546,S01002817
608,S01002818
721,S01002819
809,S01002820
"1,160",S01002821
765,S01002822
703,S01002823
779,S01002824
778,S01002825
492,S01002826
657,S01002827
859,S01002828
778,S01002829
619,S01002830
"1,299",S01002831
750,S01002832
"1,009",S01002833
792,S01002834
699,S01002835
530,S01002836
571,S01002837
542,S01002838
581,S01002839
653,S01002840
"1,166",S01002841
591,S01002842
783,S01002843
559,S01002844
836,S01002845
"1,015",S01002846
886,S01002847
791,S01002848
916,S01002849
855,S01002850
402,S01002851
995,S01002852
466,S01002853
832,S01002854
632,S01002855
713,S01002856
637,S01002857
666,S01002858
809,S01002859
"1,109",S01002860
875,S01002861
580,S01002862
702,S01002863
608,S01002864
956,S01002865
998,S01002866
511,S01002867
726,S01002868
538,S01002869
919,S01002870
627,S01002871
629,S01002872
750,S01002873
736,S01002874
602,S01002875
653,S01002876
696,S01002877
526,S01002878
802,S01002879
508,S01002880
870,S01002881
785,S01002882
"1,038",S01002883
775,S01002884
"1,414",S01002885
819,S01002886
574,S01002887
491,S01002888
774,S01002889
676,S01002890
725,S01002891
643,S01002892
"1,082",S01002893
762,S01002894
603,S01002895
662,S01002896
605,S01002897
999,S01002898
651,S01002899
655,S01002900
781,S01002901
730,S01002902
831,S01002903
760,S01002904
747,S01002905
800,S01002906
607,S01002907
776,S01002908
743,S01002909
"1,000",S01002910
825,S01002911
"1,319",S01002912
716,S01002913
623,S01002914
895,S01002915
733,S01002916
549,S01002917
734,S01002918
853,S01002919
554,S01002920
643,S01002921
486,S01002922
610,S01002923
657,S01002924
"1,547",S01002925
755,S01002926
754,S01002927
528,S01002928
757,S01002929
538,S01002930
869,S01002931
695,S01002932
785,S01002933
869,S01002934
897,S01002935
717,S01002936
587,S01002937
777,S01002938
559,S01002939
647,S01002940
920,S01002941
486,S01002942
656,S01002943
"1,104",S01002944
625,S01002945
"1,061",S01002946
646,S01002947
764,S01002948
542,S01002949
769,S01002950
887,S01002951
581,S01002952
908,S01002953
808,S01002954
"1,089",S01002955
710,S01002956
895,S01002957
605,S01002958
914,S01002959
617,S01002960
792,S01002961
672,S01002962
823,S01002963
626,S01002964
936,S01002965
680,S01002966
877,S01002967
"1,409",S01002968
975,S01002969
636,S01002970
"1,206",S01002971
"1,051",S01002972
916,S01002973
"1,110",S01002974
703,S01002975
888,S01002976
710,S01002977
"1,091",S01002978
702,S01002979
722,S01002980
758,S01002981
612,S01002982
815,S01002983
743,S01002984
629,S01002985
733,S01002986
947,S01002987
705,S01002988
907,S01002989
669,S01002990
"1,091",S01002991
710,S01002992
725,S01002993
"1,083",S01002994
578,S01002995
"2,647",S01002996
805,S01002997
803,S01002998
969,S01002999
760,S01003000
577,S01003001
885,S01003002
552,S01003003
456,S01003004
528,S01003005
"1,071",S01003006
862,S01003007
"1,179",S01003008
543,S01003009
706,S01003010
814,S01003011
904,S01003012
594,S01003013
665,S01003014
763,S01003015
607,S01003016
678,S01003017
824,S01003018
830,S01003019
684,S01003020
688,S01003021
"1,000",S01003022
821,S01003023
621,S01003024
855,S01003025
908,S01003026
"1,048",S01003027
760,S01003028
"1,079",S01003029
"1,343",S01003030
0,S01003031
578,S01003032
548,S01003033
870,S01003034
"1,013",S01003035
894,S01003036
"2,378",S01003037
879,S01003038
900,S01003039
844,S01003040
696,S01003041
598,S01003042
733,S01003043
"1,239",S01003044
930,S01003045
712,S01003046
"1,022",S01003047
521,S01003048
513,S01003049
668,S01003050
"1,094",S01003051
701,S01003052
"1,026",S01003053
791,S01003054
845,S01003055
891,S01003056
672,S01003057
"1,341",S01003058
887,S01003059
"1,006",S01003060
764,S01003061
947,S01003062
785,S01003063
833,S01003064
988,S01003065
776,S01003066
615,S01003067
801,S01003068
579,S01003069
774,S01003070
673,S01003071
930,S01003072
702,S01003073
727,S01003074
747,S01003075
787,S01003076
975,S01003077
656,S01003078
873,S01003079
873,S01003080
"1,050",S01003081
"1,276",S01003082
"1,199",S01003083
819,S01003084
960,S01003085
653,S01003086
627,S01003087
"1,143",S01003088
736,S01003089
753,S01003090
569,S01003091
771,S01003092
991,S01003093
"1,030",S01003094
744,S01003095
690,S01003096
300,S01003097
"1,241",S01003098
571,S01003099
844,S01003100
547,S01003101
728,S01003102
727,S01003103
841,S01003104
821,S01003105
747,S01003106
751,S01003107
727,S01003108
911,S01003109
748,S01003110
761,S01003111
947,S01003112
698,S01003113
835,S01003114
"1,091",S01003115
932,S01003116
757,S01003117
325,S01003118
588,S01003119
"1,458",S01003120
815,S01003121
678,S01003122
899,S01003123
833,S01003124
856,S01003125
300,S01003126
749,S01003127
745,S01003128
"1,182",S01003129
820,S01003130
858,S01003131
796,S01003132
"1,429",S01003133
737,S01003134
743,S01003135
940,S01003136
782,S01003137
977,S01003138
"1,062",S01003139
909,S01003140
802,S01003141
"1,165",S01003142
877,S01003143
873,S01003144
612,S01003145
717,S01003146
825,S01003147
681,S01003148
854,S01003149
623,S01003150
729,S01003151
921,S01003152
727,S01003153
995,S01003154
"1,355",S01003155
907,S01003156
"1,130",S01003157
239,S01003158
243,S01003159
712,S01003160
641,S01003161
657,S01003162
723,S01003163
833,S01003164
864,S01003165
654,S01003166
950,S01003167
822,S01003168
"2,634",S01003169
982,S01003170
736,S01003171
757,S01003172
512,S01003173
854,S01003174
825,S01003175
817,S01003176
"1,072",S01003177
862,S01003178
643,S01003179
659,S01003180
881,S01003181
842,S01003182
775,S01003183
817,S01003184
639,S01003185
839,S01003186
"1,065",S01003187
948,S01003188
703,S01003189
719,S01003190
579,S01003191
821,S01003192
"2,008",S01003193
730,S01003194
754,S01003195
987,S01003196
772,S01003197
"1,019",S01003198
"1,066",S01003199
794,S01003200
234,S01003201
"1,239",S01003202
845,S01003203
925,S01003204
770,S01003205
814,S01003206
789,S01003207
"1,378",S01003208
570,S01003209
"1,003",S01003210
898,S01003211
676,S01003212
548,S01003213
726,S01003214
915,S01003215
674,S01003216
709,S01003217
671,S01003218
764,S01003219
823,S01003220
675,S01003221
812,S01003222
817,S01003223
669,S01003224
720,S01003225
719,S01003226
"1,634",S01003227
"1,250",S01003228
891,S01003229
894,S01003230
834,S01003231
928,S01003232
880,S01003233
960,S01003234
802,S01003235
717,S01003236
913,S01003237
648,S01003238
969,S01003239
686,S01003240
758,S01003241
"1,045",S01003242
871,S01003243
976,S01003244
"1,141",S01003245
892,S01003246
773,S01003247
"1,196",S01003248
747,S01003249
575,S01003250
798,S01003251
570,S01003252
"1,009",S01003253
548,S01003254
868,S01003255
"1,457",S01003256
813,S01003257
757,S01003258
"1,140",S01003259
682,S01003260
824,S01003261
735,S01003262
"1,090",S01003263
617,S01003264
659,S01003265
723,S01003266
968,S01003267
"1,743",S01003268
849,S01003269
750,S01003270
"2,115",S01003271
"1,732",S01003272
830,S01003273
594,S01003274
"1,023",S01003275
730,S01003276
610,S01003277
844,S01003278
400,S01003279
943,S01003280
552,S01003281
767,S01003282
668,S01003283
"1,018",S01003284
361,S01003285
968,S01003286
574,S01003287
701,S01003288
436,S01003289
811,S01003290
762,S01003291
738,S01003292
851,S01003293
705,S01003294
968,S01003295
866,S01003296
543,S01003297
"1,045",S01003298
411,S01003299
828,S01003300
752,S01003301
603,S01003302
"2,463",S01003303
698,S01003304
795,S01003305
913,S01003306
"1,055",S01003307
836,S01003308
965,S01003309
729,S01003310
667,S01003311
594,S01003312
"1,208",S01003313
684,S01003314
728,S01003315
631,S01003316
624,S01003317
730,S01003318
0,S01003319
560,S01003320
649,S01003321
824,S01003322
716,S01003323
455,S01003324
810,S01003325
878,S01003326
605,S01003327
"1,105",S01003328
816,S01003329
930,S01003330
664,S01003331
400,S01003332
930,S01003333
976,S01003334
648,S01003335
"1,019",S01003336
"1,570",S01003337
899,S01003338
777,S01003339
981,S01003340
"1,036",S01003341
689,S01003342
733,S01003343
520,S01003344
939,S01003345
851,S01003346
916,S01003347
"1,062",S01003348
"1,370",S01003349
938,S01003350
"1,107",S01003351
"1,131",S01003352
661,S01003353
661,S01003354
"1,114",S01003355
873,S01003356
359,S01003357
"1,824",S01003358
"1,001",S01003359
688,S01003360
675,S01003361
706,S01003362
769,S01003363
693,S01003364
791,S01003365
681,S01003366
"1,482",S01003367
"2,291",S01003368
626,S01003369
744,S01003370
671,S01003371
833,S01003372
"2,399",S01003373
512,S01003374
960,S01003375
573,S01003376
728,S01003377
823,S01003378
665,S01003379
"1,331",S01003380
701,S01003381
"1,844",S01003382
886,S01003383
950,S01003384
875,S01003385
700,S01003386
754,S01003387
"1,163",S01003388
"1,013",S01003389
"1,183",S01003390
787,S01003391
796,S01003392
883,S01003393
634,S01003394
624,S01003395
884,S01003396
"1,028",S01003397
798,S01003398
"1,922",S01003399
723,S01003400
865,S01003401
993,S01003402
"1,214",S01003403
582,S01003404
683,S01003405
651,S01003406
846,S01003407
577,S01003408
"1,693",S01003409
"1,472",S01003410
890,S01003411
"1,086",S01003412
715,S01003413
399,S01003414
"1,188",S01003415
827,S01003416
936,S01003417
"1,014",S01003418
949,S01003419
396,S01003420
833,S01003421
817,S01003422
853,S01003423
959,S01003424
801,S01003425
"1,106",S01003426
953,S01003427
867,S01003428
"1,462",S01003429
809,S01003430
723,S01003431
885,S01003432
"1,216",S01003433
740,S01003434
682,S01003435
512,S01003436
840,S01003437
"1,495",S01003438
"1,164",S01003439
534,S01003440
"1,500",S01003441
990,S01003442
691,S01003443
835,S01003444
"1,046",S01003445
427,S01003446
"2,345",S01003447
725,S01003448
776,S01003449
981,S01003450
900,S01003451
"1,261",S01003452
"1,270",S01003453
703,S01003454
913,S01003455
194,S01003456
"1,011",S01003457
"1,241",S01003458
870,S01003459
"1,079",S01003460
759,S01003461
602,S01003462
0,S01003463
997,S01003464
"2,773",S01003465
802,S01003466
712,S01003467
829,S01003468
990,S01003469
"1,106",S01003470
742,S01003471
702,S01003472
912,S01003473
659,S01003474
883,S01003475
"1,255",S01003476
"1,023",S01003477
770,S01003478
818,S01003479
887,S01003480
993,S01003481
749,S01003482
506,S01003483
"1,099",S01003484
866,S01003485
997,S01003486
"1,055",S01003487
802,S01003488
"1,476",S01003489
684,S01003490
82,S01003491
797,S01003492
898,S01003493
804,S01003494
948,S01003495
975,S01003496
936,S01003497
"1,026",S01003498
"1,032",S01003499
722,S01003500
665,S01003501
"2,103",S01003502
682,S01003503
908,S01003504
0,S01003505
"1,074",S01003506
539,S01003507
825,S01003508
873,S01003509
446,S01003510
"1,086",S01003511
626,S01003512
734,S01003513
870,S01003514
601,S01003515
671,S01003516
733,S01003517
"1,059",S01003518
660,S01003519
761,S01003520
483,S01003521
842,S01003522
681,S01003523
"1,102",S01003524
"1,150",S01003525
"1,104",S01003526
873,S01003527
499,S01003528
627,S01003529
828,S01003530
805,S01003531
"1,153",S01003532
0,S01003533
874,S01003534
688,S01003535
"1,038",S01003536
817,S01003537
605,S01003538
984,S01003539
278,S01003540
891,S01003541
843,S01003542
733,S01003543
528,S01003544
832,S01003545
"1,034",S01003546
779,S01003547
61,S01003548
826,S01003549
645,S01003550
673,S01003551
"1,100",S01003552
611,S01003553
815,S01003554
709,S01003555
693,S01003556
769,S01003557
"1,056",S01003558
957,S01003559
"1,267",S01003560
"1,307",S01003561
615,S01003562
508,S01003563
700,S01003564
838,S01003565
818,S01003566
"1,037",S01003567
789,S01003568
703,S01003569
734,S01003570
894,S01003571
"1,060",S01003572
931,S01003573
"1,013",S01003574
907,S01003575
891,S01003576
949,S01003577
240,S01003578
799,S01003579
"1,109",S01003580
"2,304",S01003581
725,S01003582
557,S01003583
482,S01003584
744,S01003585
"1,035",S01003586
"1,120",S01003587
626,S01003588
"1,560",S01003589
740,S01003590
"1,276",S01003591
"1,458",S01003592
680,S01003593
"1,007",S01003594
876,S01003595
816,S01003596
721,S01003597
684,S01003598
971,S01003599
846,S01003600
843,S01003601
645,S01003602
892,S01003603
878,S01003604
714,S01003605
811,S01003606
505,S01003607
548,S01003608
"1,091",S01003609
"1,020",S01003610
858,S01003611
902,S01003612
"1,568",S01003613
577,S01003614
884,S01003615
849,S01003616
811,S01003617
795,S01003618
817,S01003619
"1,055",S01003620
942,S01003621
801,S01003622
925,S01003623
"1,504",S01003624
361,S01003625
778,S01003626
624,S01003627
705,S01003628
779,S01003629
773,S01003630
"1,280",S01003631
960,S01003632
"1,262",S01003633
"1,017",S01003634
586,S01003635
902,S01003636
"1,166",S01003637
748,S01003638
768,S01003639
933,S01003640
746,S01003641
850,S01003642
701,S01003643
"1,025",S01003644
564,S01003645
851,S01003646
731,S01003647
827,S01003648
966,S01003649
858,S01003650
712,S01003651
736,S01003652
702,S01003653
"1,128",S01003654
632,S01003655
944,S01003656
789,S01003657
873,S01003658
803,S01003659
"1,073",S01003660
948,S01003661
531,S01003662
565,S01003663
514,S01003664
640,S01003665
675,S01003666
820,S01003667
773,S01003668
"1,009",S01003669
918,S01003670
702,S01003671
727,S01003672
342,S01003673
793,S01003674
861,S01003675
"1,328",S01003676
675,S01003677
669,S01003678
"1,052",S01003679
619,S01003680
549,S01003681
"1,005",S01003682
614,S01003683
782,S01003684
579,S01003685
908,S01003686
624,S01003687
841,S01003688
686,S01003689
928,S01003690
"1,037",S01003691
"1,030",S01003692
524,S01003693
997,S01003694
"1,074",S01003695
"1,019",S01003696
907,S01003697
"1,032",S01003698
895,S01003699
980,S01003700
"1,006",S01003701
806,S01003702
"1,080",S01003703
666,S01003704
796,S01003705
728,S01003706
"1,042",S01003707
993,S01003708
883,S01003709
"1,453",S01003710
918,S01003711
"1,010",S01003712
468,S01003713
616,S01003714
780,S01003715
620,S01003716
876,S01003717
692,S01003718
665,S01003719
977,S01003720
807,S01003721
844,S01003722
494,S01003723
977,S01003724
589,S01003725
638,S01003726
763,S01003727
559,S01003728
853,S01003729
620,S01003730
591,S01003731
880,S01003732
899,S01003733
690,S01003734
770,S01003735
803,S01003736
612,S01003737
813,S01003738
541,S01003739
639,S01003740
851,S01003741
749,S01003742
